pcd2,oscty,ced,oslaua,osward,parish,oseast1m,osnrth1m,oshlthau,nhser,ctry,rgn,streg,pcon,eer,teclec,ttwa,pct,itl,statsward,casward,park,oa11,lsoa11,msoa11,wz11,ccg,bua11,buasd11,ru11ind,oac11,lat,long,lep1,lep2,pfa,imd,calncv,stp,oa21,lsoa21,msoa21
AB42 4,S99999999,S99999999,S12000034,S13002851,S99999999,399257,849136,S08000020,S99999999,S92000003,S99999999,0,S14000007,S15000001,S09000001,S22000075,S03000013,S30000027,99ZZ00,02C17,S99999999,S00092252,S01007096,S02001338,S34003321,S03000013,S99999999,S99999999,6,1A1,57.532336,-2.014096,S99999999,S99999999,S23000009,4495,S99999999,S99999999,-1,-1,-1
AB42 5,S99999999,S99999999,S12000034,S13002851,S99999999,397367,846107,S08000020,S99999999,S92000003,S99999999,0,S14000007,S15000001,S09000001,S22000075,S03000013,S30000027,99ZZ00,02C16,S99999999,S00091037,S01007064,S02001332,S34003281,S03000013,S99999999,S99999999,6,1A1,57.505092,-2.045627,S99999999,S99999999,S23000009,4200,S99999999,S99999999,-1,-1,-1
AB42 9,S99999999,S99999999,S12000034,S13002852,S99999999,412897,846190,S08000020,S99999999,S92000003,S99999999,0,S14000007,S15000001,S09000001,S22000075,S03000013,S30000027,99ZZ00,02C21,S99999999,S00091958,S01007085,S02001336,S34003333,S03000013,S99999999,S99999999,2,7A1,57.50572,-1.78643,S99999999,S99999999,S23000009,2478,S99999999,S99999999,-1,-1,-1
AB43 1,-1,S99999999,-1,-1,-1,-1,-1,-1,S99999999,S92000003,S99999999,0,-1,-1,-1,-1,-1,-1,99ZZ00,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,99.999999,0,-1,-1,-1,0,-1,-1,-1,-1,-1
AB43 6,S99999999,S99999999,S12000034,S13002851,S99999999,390579,857263,S08000020,S99999999,S92000003,S99999999,0,S14000007,S15000001,S09000001,S22000084,S03000013,S30000027,99ZZ00,02C14,S99999999,S00090977,S01007047,S02001329,S34003218,S03000013,S99999999,S99999999,6,1A1,57.605214,-2.15936,S99999999,S99999999,S23000009,3611,S99999999,S99999999,-1,-1,-1
AB43 7,S99999999,S99999999,S12000034,S13002849,S99999999,395103,864439,S08000020,S99999999,S92000003,S99999999,0,S14000007,S15000001,S09000001,S22000084,S03000013,S30000027,99ZZ00,['02C07' '02C12'],S99999999,S00090987,S01007108,S02001339,S34003277,S03000013,S99999999,S99999999,6,1A1,57.669784,-2.083717,S99999999,S99999999,S23000009,3790,S99999999,S99999999,-1,-1,-1
AB43 8,S99999999,S99999999,S12000034,S13002850,S99999999,403428,861018,S08000020,S99999999,S92000003,S99999999,0,S14000007,S15000001,S09000001,S22000084,S03000013,S30000027,99ZZ00,02C15,S99999999,S00090979,S01007102,S02001339,S34003302,S03000013,S99999999,S99999999,6,1A1,57.639084,-1.94426,S99999999,S99999999,S23000009,3643,S99999999,S99999999,-1,-1,-1
AB43 9,S99999999,S99999999,S12000034,S13002850,S99999999,399170,866553,S08000020,S99999999,S92000003,S99999999,0,S14000007,S15000001,S09000001,S22000084,S03000013,S30000027,99ZZ00,02C10,S99999999,S00092185,S01007127,S02001343,S34003192,S03000013,S99999999,S99999999,2,7A1,57.688813,-2.015579,S99999999,S99999999,S23000009,2462,S99999999,S99999999,-1,-1,-1
AB44 1,S99999999,S99999999,S12000034,S13002849,S99999999,370738,864374,S08000020,S99999999,S92000003,S99999999,0,S14000007,S15000001,S09000001,S22000081,S03000013,S30000027,99ZZ00,02C05,S99999999,S00092089,S01007041,S02001327,S34003265,S03000013,S99999999,S99999999,4,8A2,57.668283,-2.492154,S99999999,S99999999,S23000009,2988,S99999999,S99999999,-1,-1,-1
AB45 1,S99999999,S99999999,S12000034,S13002848,S99999999,368587,864009,S08000020,S99999999,S92000003,S99999999,0,S14000007,S15000001,S09000001,S22000081,S03000013,S30000027,99ZZ00,02C03,S99999999,['S00092057' 'S00092076'],S01007032,S02001326,S34003387,S03000013,S99999999,S99999999,4,['1B3' '7A1'],57.664861,-2.528186,S99999999,S99999999,S23000009,2980,S99999999,S99999999,-1,-1,-1
AB45 2,S99999999,S99999999,S12000034,S13002848,S99999999,359825,863273,S08000020,S99999999,S92000003,S99999999,0,S14000007,S15000001,S09000001,S22000081,S03000013,S30000027,99ZZ00,02C01,S99999999,S00090950,S01007024,S02001324,S34003391,S03000013,S99999999,S99999999,7,1A1,57.65753,-2.67488,S99999999,S99999999,S23000009,3626,S99999999,S99999999,-1,-1,-1
AB45 3,S99999999,S99999999,S12000034,S13002849,S99999999,372308,860707,S08000020,S99999999,S92000003,S99999999,0,S14000007,S15000001,S09000001,S22000081,S03000013,S30000027,99ZZ00,02C06,S99999999,S00090958,S01007043,S02001328,S34003203,S03000013,S99999999,S99999999,7,1A1,57.635403,-2.46535,S99999999,S99999999,S23000009,3804,S99999999,S99999999,-1,-1,-1
AB51 0,S99999999,S99999999,S12000034,S13002855,S99999999,379299,822420,S08000020,S99999999,S92000003,S99999999,0,S14000037,S15000001,S09000001,S22000047,S03000013,S30000027,99ZZ00,02C41,S99999999,S00091273,S01006989,S02001317,S34003290,S03000013,S99999999,S99999999,6,1A1,57.29191,-2.345083,S99999999,S99999999,S23000009,5608,S99999999,S99999999,-1,-1,-1
AB51 1,S99999999,S99999999,S12000034,S13002858,S99999999,377451,821877,S08000020,S99999999,S92000003,S99999999,0,S14000037,S15000001,S09000001,S22000047,S03000013,S30000027,99ZZ00,02C39,S99999999,S00091733,S01006907,S02001304,S34003309,S03000013,S99999999,S99999999,2,1B3,57.286943,-2.375709,S99999999,S99999999,S23000009,4028,S99999999,S99999999,-1,-1,-1
AB51 3,S99999999,S99999999,S12000034,S13002858,S99999999,377306,821030,S08000020,S99999999,S92000003,S99999999,0,S14000037,S15000001,S09000001,S22000047,S03000013,S30000027,99ZZ00,02C40,S99999999,S00092733,S01006907,S02001304,S34003202,S03000013,S99999999,S99999999,2,7A1,57.279335,-2.37803,S99999999,S99999999,S23000009,3824,S99999999,S99999999,-1,-1,-1
AB51 4,S99999999,S99999999,S12000034,S13002858,S99999999,376535,822223,S08000020,S99999999,S92000003,S99999999,0,S14000037,S15000001,S09000001,S22000047,S03000013,S30000027,99ZZ00,02C38,S99999999,S00091733,S01006908,S02001303,['S34003187' 'S34003348'],S03000013,S99999999,S99999999,2,1B3,57.290008,-2.39093,S99999999,S99999999,S23000009,4696,S99999999,S99999999,-1,-1,-1
AB51 5,S99999999,S99999999,S12000034,S13002857,S99999999,373329,821406,S08000020,S99999999,S92000003,S99999999,0,S14000037,S15000001,S09000001,S22000047,S03000013,S30000027,99ZZ00,02C37,S99999999,S00091224,S01006915,S02001305,S34003293,S03000013,S99999999,S99999999,6,1A1,57.282488,-2.444058,S99999999,S99999999,S23000009,5342,S99999999,S99999999,-1,-1,-1
AB51 6,S99999999,S99999999,S12000034,S13002858,S99999999,377948,822821,S08000020,S99999999,S92000003,S99999999,0,S14000037,S15000001,S09000001,S22000047,S03000013,S30000027,99ZZ00,02C37,S99999999,S00091259,S01006913,S02001305,S34003187,S03000013,S99999999,S99999999,6,1A1,57.295441,-2.367558,S99999999,S99999999,S23000009,5878,S99999999,S99999999,-1,-1,-1
AB51 7,S99999999,S99999999,S12000034,S13002860,S99999999,368239,811399,S08000020,S99999999,S92000003,S99999999,0,S14000058,S15000001,S09000001,S22000047,S03000013,S30000027,99ZZ00,02C44,S99999999,S00091140,S01006858,S02001301,S34003389,S03000013,S99999999,S99999999,6,1A1,57.192291,-2.527117,S99999999,S99999999,S23000009,5365,S99999999,S99999999,-1,-1,-1
AB51 8,S99999999,S99999999,S12000034,S13002854,S99999999,373669,835459,S08000020,S99999999,S92000003,S99999999,0,S14000007,S15000001,S09000001,S22000047,S03000013,S30000027,99ZZ00,02C27,S99999999,['S00091090' 'S00091092'],S01006995,S02001318,S34003326,S03000013,S99999999,S99999999,6,1A1,57.408725,-2.43993,S99999999,S99999999,S23000009,4770,S99999999,S99999999,-1,-1,-1
AB52 6,S99999999,S99999999,S12000034,S13002857,S99999999,363452,828308,S08000020,S99999999,S92000003,S99999999,0,S14000037,S15000001,S09000001,S22000047,S03000013,S30000027,99ZZ00,02C36,S99999999,S00092528,S01006998,S02001319,S34003209,S03000013,S99999999,S99999999,6,1A1,57.343783,-2.608877,S99999999,S99999999,S23000009,5175,S99999999,S99999999,-1,-1,-1
AB53 4,S99999999,S99999999,S12000034,S13002854,S99999999,371039,850090,S08000020,S99999999,S92000003,S99999999,0,S14000007,S15000001,S09000001,S22000081,S03000013,S30000027,99ZZ00,02C25,S99999999,S00091059,S01007020,S02001323,S34003312,S03000013,S99999999,S99999999,4,1A1,57.540024,-2.485423,S99999999,S99999999,S23000009,4150,S99999999,S99999999,-1,-1,-1
AB53 5,S99999999,S99999999,S12000034,S13002854,S99999999,379176,853885,S08000020,S99999999,S92000003,S99999999,0,S14000007,S15000001,S09000001,S22000081,S03000013,S30000027,99ZZ00,02C06,S99999999,S00091068,S01007048,S02001328,S34003273,S03000013,S99999999,S99999999,7,1A1,57.574524,-2.349821,S99999999,S99999999,S23000009,3753,S99999999,S99999999,-1,-1,-1
AB53 6,S99999999,S99999999,S12000034,S13002851,S99999999,386805,847859,S08000020,S99999999,S92000003,S99999999,0,S14000007,S15000001,S09000001,S22000075,S03000013,S30000027,99ZZ00,02C13,S99999999,S00091027,S01007056,S02001330,S34003235,S03000013,S99999999,S99999999,7,1A1,57.520692,-2.222018,S99999999,S99999999,S23000009,3746,S99999999,S99999999,-1,-1,-1
AB53 8,S99999999,S99999999,S12000034,S13002854,S99999999,376503,842439,S08000020,S99999999,S92000003,S99999999,0,S14000007,S15000001,S09000001,S22000047,S03000013,S30000027,99ZZ00,02C28,S99999999,S00091073,S01007016,S02001318,S34003305,S03000013,S99999999,S99999999,7,1A1,57.471611,-2.393436,S99999999,S99999999,S23000009,4054,S99999999,S99999999,-1,-1,-1
AB53 9,S99999999,S99999999,S12000034,S13002854,S99999999,372432,849772,S08000020,S99999999,S92000003,S99999999,0,S14000007,S15000001,S09000001,S22000081,S03000013,S30000027,99ZZ00,02C26,S99999999,S00092021,S01007020,S02001323,S34003163,S03000013,S99999999,S99999999,4,5B3,57.537222,-2.462113,S99999999,S99999999,S23000009,3590,S99999999,S99999999,-1,-1,-1
AB54 4,S99999999,S99999999,S12000034,S13002861,S99999999,348937,833323,S08000020,S99999999,S92000003,S99999999,0,S14000037,S15000001,S09000001,S22000047,S03000013,S30000027,99ZZ00,02C50,S99999999,S00091186,S01007007,S02001320,S34003191,S03000013,S99999999,S99999999,7,1A1,57.387396,-2.85104,S99999999,S99999999,S23000009,4017,S99999999,S99999999,-1,-1,-1
AB54 6,S99999999,S99999999,S12000034,S13002861,S99999999,360203,840831,S08000020,S99999999,S92000003,S99999999,0,S14000037,S15000001,S09000001,S22000047,S03000013,S30000027,99ZZ00,02C49,S99999999,S00091306,S01006999,S02001319,S34003177,S03000013,S99999999,S99999999,7,['1A1' '1A3'],57.455996,-2.664856,S99999999,S99999999,S23000009,4354,S99999999,S99999999,-1,-1,-1
AB54 7,S99999999,S99999999,S12000034,S13002848,S99999999,359139,850674,S08000020,S99999999,S92000003,S99999999,0,S14000007,S15000001,S09000001,S22000081,S03000013,S30000027,99ZZ00,02C04,S99999999,S00091054,S01011059,S02001325,S34003165,S03000013,S99999999,S99999999,7,1A1,57.544295,-2.684261,S99999999,S99999999,S23000009,3463,S99999999,S99999999,-1,-1,-1
AB54 8,S99999999,S99999999,S12000034,S13002861,S99999999,352836,839880,S08000020,S99999999,S92000003,S99999999,0,S14000037,S15000001,S09000001,S22000060,S03000013,S30000027,99ZZ00,02C49,S99999999,S00091855,S01007010,S02001321,S34003232,S03000013,S99999999,S99999999,4,8C2,57.446765,-2.787463,S99999999,S99999999,S23000009,3888,S99999999,S99999999,-1,-1,-1
AB54 9,S99999999,S99999999,S12000034,S13002861,S99999999,352961,839985,S08000020,S99999999,S92000003,S99999999,0,S14000037,S15000001,S09000001,S22000060,S03000013,S30000027,99ZZ00,02C49,S99999999,S00091854,S01007010,S02001321,S34003373,S03000013,S99999999,S99999999,4,5B3,57.447719,-2.785406,S99999999,S99999999,S23000009,6155,S99999999,S99999999,-1,-1,-1
AB55 4,S99999999,S99999999,S12000020,S13003024,S99999999,332585,839969,S08000020,S99999999,S92000003,S99999999,0,S14000046,S15000001,S09000003,S22000060,S03000014,S30000032,99ZZ00,21C26,S99999999,S00121124,S01011048,S02002073,S34002015,S03000014,S99999999,S99999999,7,1A3,57.444995,-3.124827,S99999999,S99999999,S23000009,4139,S99999999,S99999999,-1,-1,-1
AB55 5,S99999999,S99999999,S12000020,S13003025,S99999999,342495,849511,S08000020,S99999999,S92000003,S99999999,0,S14000046,S15000001,S09000003,S22000060,S03000014,S30000033,99ZZ00,21C23,S99999999,S00121111,S01011060,S02002076,S34002009,S03000014,S99999999,S99999999,4,8C2,57.532062,-2.961989,S99999999,S99999999,S23000009,3649,S99999999,S99999999,-1,-1,-1
AB55 6,S99999999,S99999999,S12000020,S13003025,S99999999,343730,852995,S08000020,S99999999,S92000003,S99999999,0,S14000046,S15000001,S09000003,S22000060,S03000014,S30000033,99ZZ00,21C22,S99999999,S00121115,S01011058,S02002075,S34001987,S03000014,S99999999,S99999999,6,1A1,57.56346,-2.942269,S99999999,S99999999,S23000009,4003,S99999999,S99999999,-1,-1,-1
AB55 9,-1,S99999999,-1,-1,-1,-1,-1,-1,S99999999,S92000003,S99999999,0,-1,-1,-1,-1,-1,-1,99ZZ00,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,99.999999,0,-1,-1,-1,0,-1,-1,-1,-1,-1
AB56 1,S99999999,S99999999,S12000020,S13003026,S99999999,342489,865370,S08000020,S99999999,S92000003,S99999999,0,S14000046,S15000001,S09000003,S22000060,S03000014,S30000033,99ZZ00,21C18,S99999999,S00121525,S01011079,S02002079,S34002017,S03000014,S99999999,S99999999,3,8A2,57.674502,-2.965886,S99999999,S99999999,S23000009,3619,S99999999,S99999999,-1,-1,-1
AB56 4,S99999999,S99999999,S12000020,S13003025,S99999999,348509,867092,S08000020,S99999999,S92000003,S99999999,0,S14000046,S15000001,S09000003,S22000060,S03000014,S30000033,99ZZ00,21C21,S99999999,S00121695,S01011071,S02002077,S34002031,S03000014,S99999999,S99999999,7,1B3,57.690631,-2.865291,S99999999,S99999999,S23000009,4312,S99999999,S99999999,-1,-1,-1
AB56 5,S99999999,S99999999,S12000020,S13003027,S99999999,343394,862387,S08000020,S99999999,S92000003,S99999999,0,S14000046,S15000001,S09000003,S22000060,S03000014,S30000033,99ZZ00,21C17,S99999999,S00121110,S01011072,S02002077,S34002048,S03000014,S99999999,S99999999,6,1A3,57.647686,-2.950441,S99999999,S99999999,S23000009,3923,S99999999,S99999999,-1,-1,-1
AB56 9,S99999999,S99999999,S12000020,S13003026,S99999999,342784,865670,S08000020,S99999999,S92000003,S99999999,0,S14000046,S15000001,S09000003,S22000060,S03000014,S30000033,99ZZ00,21C19,S99999999,S00121525,S01011076,S02002078,S34002065,S03000014,S99999999,S99999999,3,7A1,57.677218,-2.961007,S99999999,S99999999,S23000009,3181,S99999999,S99999999,-1,-1,-1
AB99 8,S99999999,S99999999,S12000033,S13002847,S99999999,394406,802269,S08000020,S99999999,S92000003,S99999999,0,S14000002,S15000001,S09000001,S22000047,S03000012,S30000026,99ZZ00,01C42,S99999999,S00090392,S01006608,S02001254,S34003036,S03000012,S99999999,S99999999,1,6A3,57.11134,-2.093992,S99999999,S99999999,S23000009,5522,S99999999,S99999999,-1,-1,-1
AL1  1,E10000015,E58000663,E07000240,E05013964,E43000079,515459,206404,E18000006,E40000007,E92000001,E12000006,5,E14000960,E15000006,E24000005,E30000237,E16000150,E07000240,26UGGM,26UGGM,E99999999,['E00120481' 'E00120491'],E01023726,E02004935,E33027469,E38000079,E34004707,E35001183,C1,5A2,51.744454,-0.329052,E37000048,-1,E23000027,26253,E56000023,E54000025,['E00120481' 'E00120491'],E01023726,E02004935
AL1  2,E10000015,E58000666,E07000240,E05013963,E43000079,514708,205821,E18000006,E40000007,E92000001,E12000006,5,E14000960,E15000006,E24000005,E30000237,E16000150,E07000240,26UGGQ,26UGGQ,E99999999,E00120578,E01023738,E02004940,E33027470,E38000079,E34004707,E35001183,C1,4A1,51.739365,-0.340129,E37000048,-1,E23000027,20986,E56000023,E54000025,E00120578,E01023738,E02004940
AL1  3,E10000015,E58000663,E07000240,E05013964,E43000079,515267,207326,E18000006,E40000007,E92000001,E12000006,5,E14000960,E15000006,E24000005,E30000237,E16000150,E07000240,26UGGM,26UGGM,E99999999,E00120479,E01023727,E02004935,E33027440,E38000079,E34004707,E35001183,C1,2D1,51.752777,-0.331531,E37000048,-1,E23000027,23349,E56000023,E54000025,E00120479,E01023727,E02004935
AL1  4,E10000015,E58000663,E07000240,E05013949,E43000079,516224,207917,E18000006,E40000007,E92000001,E12000006,5,E14000960,E15000006,E24000005,E30000237,E16000150,E07000240,26UGFZ,26UGFZ,E99999999,E00120233,E01023714,E02004933,E33027436,E38000079,E34004707,E35001183,C1,5A2,51.75789,-0.317484,E37000048,-1,E23000027,31302,E56000023,E54000025,E00120233,E01023714,E02004933
AL1  5,E10000015,E58000664,E07000240,E05013951,E43000079,516578,206684,E18000006,E40000007,E92000001,E12000006,5,E14000960,E15000006,E24000005,E30000237,E16000150,E07000240,26UGFX,26UGFX,E99999999,E00120188,E01023667,E02004939,E33027453,E38000079,E34004707,E35001183,C1,5A2,51.746734,-0.31276,E37000048,-1,E23000027,23584,E56000023,E54000025,E00120188,E01023667,E02004939
AL1  9,E10000015,E58000664,E07000240,E05013956,E43000079,516843,206921,E18000006,E40000007,E92000001,E12000006,5,E14000960,E15000006,E24000005,E30000237,E16000150,E07000240,26UGFX,26UGFX,E99999999,E00120196,E01023667,E02004936,E33027453,E38000079,E34004707,E35001183,C1,5A2,51.748814,-0.308845,E37000048,-1,E23000027,27501,E56000023,E54000025,E00120196,E01023667,E02004936
AL10 0,E10000015,E58000628,E07000241,E05011061,E04004819,522393,209030,E18000006,E40000007,E92000001,E12000006,5,E14001027,E15000006,E24000005,E30000272,E16000150,E07000241,26ULGM,26ULGM,E99999999,E00121461,E01023921,E02004991,E33027664,E38000049,E34004803,E35000502,C1,4A2,51.766583,-0.227745,E37000048,-1,E23000027,12701,E56000023,E54000025,E00121461,E01023921,E02004991
AL10 1,E10000015,E58000628,E07000241,E05011061,E04004819,522503,208775,E18000006,E40000007,E92000001,E12000006,5,E14001027,E15000006,E24000005,E30000272,E16000150,E07000241,26ULGM,26ULGM,E99999999,E00121461,E01023920,E02004991,E33024486,E38000049,E34004803,E35000502,C1,3A2,51.764267,-0.226241,E37000048,-1,E23000027,6540,E56000023,E54000025,E00121461,E01023920,E02004991
AL10 8,E10000015,E58000627,E07000241,E05011063,E04004819,522432,207641,E18000006,E40000007,E92000001,E12000006,5,E14001027,E15000006,E24000005,E30000272,E16000150,E07000241,26ULGR,26ULGR,E99999999,E00121467,E01023936,E02004992,E33027667,E38000049,E34004803,E35000502,C1,4A2,51.754093,-0.227666,E37000048,-1,E23000027,15783,E56000023,E54000025,E00121467,E01023936,E02004992
AL10 9,E10000015,E58000630,E07000241,E05011064,E04004819,521465,208311,E18000006,E40000007,E92000001,E12000006,5,E14001027,E15000006,E24000005,E30000272,E16000150,E07000241,26ULGP,26ULGP,E99999999,E00121548,E01023938,E02004989,E33027668,E38000049,E34004803,E35000502,C1,4A2,51.760324,-0.241447,E37000048,-1,E23000027,21290,E56000023,E54000025,['E00121553' 'E00173257'],E01023938,E02004989
AL2  1,E10000015,E58000649,E07000240,E05013957,E04004805,517646,204037,E18000006,E40000007,E92000001,E12000006,5,E14000960,E15000006,E24000005,E30000237,E16000150,E07000240,26UGGG,26UGGG,E99999999,E00120370,E01023704,E02004941,E33027476,E38000079,E34004707,E35001183,C1,5A2,51.72272,-0.298204,E37000048,-1,E23000027,22225,E56000023,E54000025,E00120370,E01023704,E02004941
AL2  2,E10000015,E58000668,E07000240,E05013960,E04004809,514497,203615,E18000006,E40000007,E92000001,E12000006,5,E14000960,E15000006,E24000005,E30000237,E16000150,E07000240,26UGGK,26UGGK,E99999999,['E00120445' 'E00120446' 'E00169675'],E01023720,E02004942,E33027479,E38000079,E34004707,E35000465,C1,5A2,51.719579,-0.3439,E37000048,-1,E23000027,22789,E56000023,E54000025,['E00120445' 'E00169675'],E01023720,E02004942
AL2  3,E10000015,E58000668,E07000240,E05013965,E04004809,513142,203119,E18000006,E40000007,E92000001,E12000006,5,E14000960,E15000006,E24000005,E30000237,E16000150,E07000240,26UGGN,26UGGN,E99999999,E00120451,E01023733,E02004943,E33027485,E38000079,E34004707,E35000012,C1,6A1,51.715403,-0.363685,E37000048,-1,E23000027,28500,E56000023,E54000025,E00120451,E01023733,E02004943
AL3  4,E10000015,E58000666,E07000240,E05013966,E43000079,513897,206826,E18000006,E40000007,E92000001,E12000006,5,E14000960,E15000006,E24000005,E30000237,E16000150,E07000240,26UGGR,26UGGR,E99999999,E00120583,['E01023743' 'E01023745'],E02004937,E33027459,E38000079,E34004707,E35001183,C1,5A1,51.748566,-0.351538,E37000048,-1,E23000027,30301,E56000023,E54000025,E00120583,['E01023743' 'E01023745'],E02004937
AL3  5,E10000015,E58000665,E07000240,E05013947,E43000079,514671,208025,E18000006,E40000007,E92000001,E12000006,5,E14000960,E15000006,E24000005,E30000237,E16000150,E07000240,26UGFY,26UGFY,E99999999,E00120202,E01023728,E02004932,['E33027432' 'E33027433'],E38000079,E34004707,E35001183,C1,5A2,51.759181,-0.339933,E37000048,-1,E23000027,24537,E56000023,E54000025,E00120202,E01023728,E02004932
